"X1";"X2";"X3";"X4";"X5";"y"
-4.9904371486262;-2.63376249803076;-3.33634917100282;-1.0928670211286;-1.65666644955783;0
0.0365903045139611;3.01585844527899;0.671523749238302;-0.13232099725616;-1.1145901044394;1
3.83839624649754;6.06874695167091;-4.32319588080791;-1.41489046210535;-2.08972957724539;1
0.62834948832137;2.64221597369856;0.404686933063448;6.03501790872832;-0.0348575202976706;1
1.78873150563955;-0.238233485782348;-1.1295955633714;3.42018833538453;-2.6532358464139;1
1.44687062441213;0.955841242662433;0.105215039243649;1.10705389715679;-2.88059413049491;1
-1.29809040799791;4.57796447660031;-1.63832939857867;2.87974015976184;-2.2799973243153;1
-1.49941952505458;3.91084580495539;-2.46650669660576;-1.56918879932929;-0.913477260436118;0
-0.632798881735198;-2.98147236152004;-0.615830048696044;0.184398882080308;0.7613799095209;0
-3.49796043076079;-0.947447683193172;-5.26407360193063;-2.38588452680334;-3.69009532046034;0
3.71231275217417;1.76698456875776;4.05049725616546;0.878617702925245;-3.55042219116887;1
1.99071207770251;0.70730045056246;-0.474425361819682;2.81988197579796;-4.17002947025829;1
0.0500559515270557;0.332205207022542;2.92989682276894;-2.29802125171516;2.0421244491867;1
-4.6808457119635;1.6623323745276;2.9011733985006;-0.160040441712458;-5.86252446209632;0
2.01031783826576;3.17840522973441;-0.352661517715722;-1.226184494237;-2.21545423163657;1
1.03517197055568;-6.58179166934834;-1.6277405128801;-3.14677926461516;-2.43732505125584;0
-3.66807560624874;-1.06797496567042;-3.74772366764952;2.39223768121463;-1.33696377725766;0
-3.61892282981837;1.68378352535894;-3.67349943866301;-3.0232588908756;-5.7974344328857;0
-1.27079860329321;3.76544717839856;1.72805810375106;3.11093459564906;0.505698826046887;1
-3.5186224100656;-5.00747386064595;-5.17945068696047;6.1680943270594;1.41954061724071;0
2.81075256441254;1.11601321714914;-3.60748164986901;0.566433786507587;5.38813892319918;1
2.86803886179317;-1.9402507429715;-0.512182683075506;-3.57287610438891;-3.02878192244485;0
-0.14115284325875;-7.19732252258083;1.65097226519463;0.970347868997704;-2.55126689763998;0
0.489240381665973;-1.48286200089677;9.39533877428783;2.57502707065549;-0.482526099916317;1
1.90619936887334;-4.43648603876841;2.35574493677843;1.65946525876045;5.91775350321541;1
-1.88250512380857;7.00434910432729;0.370070491468391;2.53775154814627;-3.2029691819487;1
-0.456174825398121;4.41440723750531;-3.40218155915747;-7.76155895233092;1.78868020474163;0
-3.28510643161727;5.94254220245085;-2.0921527729121;-2.88550802398799;1.4159246886912;0
3.54143974640192;-0.26500894513875;-1.83335309884066;3.33206201511091;0.929310660302774;1
1.04125340458096;-1.48925656558406;6.80295794024189;-0.751691790469606;-3.0413047741865;1
-3.33549936009424;1.86499084447084;1.29683286652141;1.35259117822427;3.53984373118566;1
-1.46893951797134;-1.94960013637026;-1.67243888433287;-1.79973358409722;-3.2803825045992;0
-2.08783813126447;2.40565525349267;-2.87635771495131;2.1008842779091;1.10907194045798;1
-0.603904520288583;-3.65860477096103;5.87954971695596;5.72520121302124;2.69889728599464;1
-4.8758406562758;-1.21824885175183;3.95074523889684;-0.350177144507779;0.917758294421817;0
-0.640251878447895;0.678350955380662;-0.844869143766111;-2.16920813260112;-1.16950619564785;0
-2.47893437959224;-7.4677263600918;-0.427932877081721;0.0206354339437007;-2.50177373724055;0
-2.38308931825616;-3.85872199073728;0.58074941713439;1.98480003045832;-0.022128916979135;0
-0.723430830621918;-1.9371984820933;-3.73832126094533;2.2111207613371;-4.42603678336796;0
-0.764336902915893;3.0660096060818;-0.373770144235964;-5.88031347035771;-1.71682855240184;0
3.23529347399514;4.85161969712621;4.896021319756;-3.85282074213182;1.40074682135939;1
-1.29719038188313;-1.24759662507315;-2.12713665703986;1.97003690310266;1.90566651865476;0
-2.12400342696187;-2.90224507524199;2.16637465310847;-4.180460213244;1.1123667204361;0
-5.20608129181557;-6.16000345915288;1.78874591015797;3.1727250114988;3.65673946467994;0
0.630069224277836;0.113616724906868;0.653060223613141;-3.04743478311422;8.29482238660287;1
4.02006428696432;-1.75869797658819;0.505863750403911;2.23298545203825;-0.505223563559806;1
-0.217786492179856;-1.0772352584427;0.830863436021816;-3.14659472748012;-1.75342115723971;0
-2.3223228040442;-3.32756884996581;3.55475819487038;2.34553437400948;-3.73214782124768;0
3.01775812058038;-2.44593247199025;2.42901978762343;1.02205493780756;0.0182867350114512;1
-2.54913226677517;3.57220528039774;3.63365006609028;-2.3083079963992;3.86426297795346;1
-2.53769668103981;3.29701164307918;2.30807516772235;0.643801097848136;7.56053922160122;1
2.36209717576739;-1.6194182559854;-2.06643113211874;-2.67919015862272;6.92347885431688;1
1.7177054579775;0.100404556844047;0.286069904994091;0.762252612645152;-0.837639622114766;1
-1.15750128279413;-4.5740649452378;-0.529255775423345;2.29758107831905;-4.20288055400346;0
3.50690162880278;-0.234539769670819;0.922195788207515;-2.12973757089773;-2.06798037292923;0
-0.709092535154424;1.85130111545464;3.61267425602125;0.991680286413999;4.04811178332193;1
1.61963255265325;7.18155728735165;4.33022022276056;-2.10933361073708;5.54757293423784;1
-0.181873514158911;2.23929931475139;-0.540469865701558;-0.989613650296088;2.64402617776497;1
-0.838498208239051;1.88511993401317;-4.13203884416406;0.358962241436456;3.78324647787391;1
-4.62049981423757;0.482258775481308;0.448626271001016;-2.89484668778535;-1.79978864753985;0
1.34111815497322;5.43280602894359;2.97488781036612;-3.33719135010315;1.54908845935309;1
-8.87925892519437;4.34485638982487;-2.45142369702752;-0.309022290699386;1.37595433362243;0
-0.00904378427675879;-1.15880527628549;-4.04341945407376;-3.98203042157804;4.50152250387396;0
-2.2872051475023;2.83860640690752;-4.81175923872861;4.20671786346302;1.49772397965114;1
2.56713450022705;1.09571996524872;-0.373779159160162;-3.08166070504806;0.673055649185775;1
-3.17112396270575;2.12191648045146;1.61576982510388;-2.39701768471675;-3.93307701017723;0
-1.35910158740946;-0.412296498975428;-0.736400637967011;2.51674123661062;2.89826154933589;1
-4.01305519815317;-0.895771721612274;-3.04938869547111;1.63268578916044;7.33605942475555;1
